company_id,account_prefix,vat_category,direction,sign_factor,priority,is_active
__DEFAULT__,44571,COLLECTEE,CREDIT,1,10,true
__DEFAULT__,44566,DED_ABS,DEBIT,1,10,true
__DEFAULT__,44562,DED_IMMO,DEBIT,1,10,true
__DEFAULT__,4452,DUE_AUTOLIQ,CREDIT,1,20,true
__DEFAULT__,44567,CREDIT_ANTERIEUR,DEBIT,1,20,true
__DEFAULT__,44551,TVA_A_DECAISSER,NET,1,30,true
__DEFAULT__,44558,REGULARISATION_TVA,NET,1,30,true
__DEFAULT__,44586,TVA_FACTURES_NON_PARVENUES,NET,1,40,true
__DEFAULT__,44587,TVA_FACTURES_A_ETABLIR,NET,1,40,true
